X,Y,Class
0.3386133282479751,3.6450280850628047,0
-7.909258000987722,7.853266845929275,2
-1.812923539255792,9.607247455544996,0
8.651071222469136,3.181631810220985,1
-5.747982509190388,1.1528394791411243,2
8.152059071030607,5.634563832117715,1
-11.119720175974996,-2.2264213164731546,2
-5.119333987740515,0.02241112097564013,2
4.650762204587565,14.331993581135231,0
5.7554128598080805,8.40841706585049,0
-3.9406392918678144,1.6008792298230903,0
3.4815946501218296,10.752259556501702,1
11.375927295423963,8.9178700901434,1
-2.13897615979985,4.723048805492417,0
-4.1642455486243275,-2.151211650896065,3
-11.147148500391161,2.69217807106172,3
-12.884275535336782,7.828345943329316,2
0.0039881830931616236,4.883865045173696,1
1.3984149406551052,8.394632651704349,0
-6.056324503189968,-2.276419924988791,2
6.41425618046289,3.646490378342152,1
-10.497137575668534,6.321911461318834,2
-2.783069390836509,8.585209252826704,2
-8.51722615504496,2.1446125533018763,2
3.4896463476428203,-1.5110038081526298,0
-8.1502384696627,5.245958417148683,2
-16.99071337041504,5.919158785582279,2
-0.26216915370895855,5.475279235664235,3
-7.32662376774709,-4.547570478237832,3
-4.653287115459077,5.414180405256574,2
-0.9716041962377588,2.97140582338119,3
-2.2176033663853816,4.049455279633337,3
-4.349499382884985,-3.09458305401776,3
2.996128828584662,4.7979186864084085,0
1.1158115772605575,15.627468523688577,0
-10.189821984987491,1.0194627239045277,2
-8.414008965879795,10.524177314003692,2
-14.154895842203613,2.8507767704563203,2
-0.16516641020215328,1.7731270640229093,3
-9.884949058734273,0.5575277472081641,2
11.46025063866569,6.803501967618139,1
9.578022251262887,8.559751682088997,1
8.271474281965563,3.9220886352013626,1
-4.6093923575305835,6.323714713103042,2
-5.70602670979882,4.976634267479162,3
5.239453152156205,6.647736334702363,1
8.157611368558445,4.1515113513422826,0
-0.6560734532720476,6.41810477844401,3
-6.237439318868323,2.017393067726146,3
-0.9039752580799529,4.350382343753354,0
6.1853877445415675,6.482834580921437,1
5.597327348942603,9.98233182300843,0
5.763640855616241,5.7653515022217805,1
-12.181589316858224,4.621341782681541,2
12.264505584016376,10.079629398076154,1
7.144369928392042,4.343560733556586,0
-7.834135208077002,2.0256121039912403,2
4.034208602243625,12.047080411595772,0
-0.5540513631971495,9.691763554915198,3
0.0912516199867528,7.526565879246408,0
-7.888401217958537,5.32862349231954,2
-1.4692222171589322,-1.8844953193480425,3
-8.717429812287765,-2.089868673663682,3
7.514326953973561,4.041621472596814,1
7.04817451816463,3.165072706072702,1
6.971919965451954,11.296854150067492,1
-12.470581757854102,0.9224018703400669,2
-3.5979109118044774,5.317166447096579,3
3.7458546354013933,5.2368961561694976,0
1.8019257166324745,4.141271419030201,0
-6.496457942256996,-2.637283394943149,3
-20.30351683785196,7.316766694011485,2
2.9460582409351463,8.335994285928457,0
0.7183611850621348,-0.9345861382474587,3
