X,Y,Class
1.335415213556232,6.661500616250693,0
-8.870323201660371,5.040586198403156,2
0.6899541533051019,8.45016642739535,0
8.076751579386654,5.376214225373872,1
-8.22194055412117,3.0304579883667113,2
7.9270479339550945,6.112093831942891,1
-9.833461854156553,2.016679749682428,2
-8.033345997686208,2.691329480917066,2
2.629059876458109,9.86759026507242,0
2.9604550730242636,8.090517310486998,0
0.051639427521495085,6.048255959678778,0
6.525908607682461,7.647402549258087,1
8.8942084012731,7.097085709350596,1
0.5921383671418845,6.984906832379576,0
-2.9477404765115844,-0.3862102589956905,3
-5.042611362041635,1.0668066575916453,3
-10.362828461965089,5.033109927623169,2
5.482626667573861,5.886884195859685,1
1.653355697278371,8.086381986243156,0
-8.314443152321044,2.001680167127737,2
7.40570706678478,5.5156717958102215,1
-9.646687074064614,4.581179583020024,2
-7.3324666186150065,5.260168920472386,2
-9.052713647877543,3.327989910614937,2
2.2807251193746856,5.114691048286063,0
-8.942617342262864,4.258393669768979,2
-11.594759812488565,4.460353780299058,2
-1.777117558036974,1.9017370069723998,3
-3.8964539422484132,-1.1051179071982207,3
-7.893531936001777,4.308860266201346,2
-1.9899480707956139,1.1505749832874863,3
-2.3637478218399006,1.47398982016313,3
-3.0033166267897817,-0.669221679932199,3
2.132669863657238,7.007367796654374,0
1.5685746882600067,10.256232747838425,0
-9.5544923968603,2.9904449617957325,2
-9.021748491127992,5.841859338825482,2
-10.744014554025139,3.53983917576127,2
-1.7480167349849323,0.791091355480002,3
-9.463030518984336,2.8518644687868235,2
8.91950540424562,6.462775272593018,1
8.35483688802478,6.989650186934275,1
7.9628724972355815,5.598351272867985,1
-7.880363508623229,4.581720558555286,2
-3.4102748248639325,1.7521435165168777,3
7.053266158292774,6.416045582718285,1
3.6811146256493728,6.813445596134536,0
-1.8952888479059005,2.1845846698063323,3
-3.569698607584783,0.8643711565909729,3
0.9626386376578535,6.873106893857858,0
7.3370465360083825,6.366575056584007,1
2.9130294197646203,8.562691737634381,0
7.210522469330785,6.151330132974111,1
-10.15202259642152,4.071008679428837,2
9.160781887850826,7.445613501730422,1
3.377142193599452,6.871060410798827,0
-8.847786363787154,3.292289775821746,2
2.444093795754927,9.182116314210583,0
-1.8646822208834313,3.1666823027476885,3
1.2612067010778651,7.825961954505774,0
-8.864066166751615,4.283193192320236,2
-2.139233477071966,-0.30619535953128363,3
-4.313695755610616,-0.3678073658259755,3
7.735728298837981,5.634211124086621,1
7.595882568095301,5.3712464941293865,1
7.573006202281499,7.810780927327825,1
-10.238720328720285,2.9613267057263943,2
-2.7778400854656295,1.854303170402103,3
2.3575876057022573,7.139061037582701,0
1.7744089300715817,6.810373616440912,0
-3.6474041946013855,-0.5320317822098156,3
-12.588600852719642,4.879636152827819,2
2.1176486873623834,8.068790476510388,0
-1.482958456405646,-0.021222605201108524,3
-3.002957868863248,-1.0496030450744536,3
1.5224838932106821,6.299206936325959,0
2.7178605417780335,9.47312223245726,0
-3.2642312854298985,2.391170218143356,3
-2.7429958893418815,0.3108274117900495,3
-3.3105063341326693,1.5342399585576143,3
1.8537762551141164,5.313152568085483,0
-8.819784909298132,4.946616107691987,2
7.855510652724013,5.200076709216605,1
1.559579080051433,8.328402887668833,0
-9.372190306834806,2.0521772103623874,2
0.7809311655605063,6.260634829199889,0
-9.774765071370071,5.875772116366692,2
-9.679537541895343,1.9175059655961393,2
-1.6453663736496558,1.3834281461999696,3
7.038639304295024,5.912539106837837,1
8.067041093336421,5.169681762052987,1
-8.800441806405978,3.232189087805483,2
8.032757116670696,6.513131560292514,1
-9.264908866461173,4.265986140464369,2
1.0751350557501502,8.133647945394367,0
-2.027057744962451,1.5549307638045022,3
1.5319718430643539,9.532842622505877,0
-8.536484707918042,5.020219728397133,2
-3.4964479184279993,-0.022247324764365806,3
-8.936199702913564,4.700945034251115,2
-2.913614012321302,-0.8084404638635243,3
-10.888738935067524,3.3160524605679607,2
-9.067708652761082,3.5369399296167554,2
-2.772686794061937,-1.2201522549535575,3
-9.715843499109644,4.003174532662977,2
-8.834041167743218,4.354539105539038,2
2.908003075070991,7.993046998437818,0
-1.3174339923425074,0.34168861374943854,3
-1.6602151782688739,0.6076254200508749,3
8.61092228822965,7.272773438374843,1
-2.260354597930835,0.6599998616962408,3
-1.7006423704406373,-1.265713864734549,3
-3.6922311263763463,-0.8538131063890364,3
9.060546949021322,5.082264657018785,1
5.910582376693836,6.887031194704581,1
-3.2606427555203803,2.1879485852337437,3
2.4730876774926798,8.826935625226715,0
1.0720865879181782,7.715962784524292,0
8.615416189816962,5.2446119808715155,1
-8.478273403786377,2.9923510322415217,2
-9.398655788367883,4.865978268958157,2
-9.218665559129603,5.016509229107573,2
6.697032551639346,7.8891354899661925,1
-2.6534072365634684,1.6245567326829362,3
-4.029269806721658,0.3204818050290927,3
1.9134197882519552,8.74208738309943,0
-9.418867306626387,3.96790550865075,2
0.8924886127993106,8.0740245416544,0
-2.517057337102714,-0.7368091420594087,3
-8.805819281363107,3.982892752951576,2
6.921066703520591,6.905334409323682,1
-4.595952358919598,0.564061030349253,3
-10.260657657437351,4.711410409267574,2
8.100477795520154,7.1162405013154135,1
8.42966068820321,8.05679983039514,1
6.512241658125854,6.770097503104202,1
-3.3640256277342284,-0.5514083980100599,3
2.868152534432803,7.856129707347037,0
8.181644319540975,8.292241470118178,1
6.124332609006595,5.864225991175505,1
-2.3712199718501195,1.7448576881221567,3
-8.263779875590409,2.852530684213405,2
-9.206705797296982,4.717039423637303,2
-10.176665613559464,2.5132633452362385,2
8.25724539165294,5.92930117909307,1
1.0982795848295759,7.576771542982797,0
7.404173817811978,5.13617593966341,1
-1.9517163256642938,-0.35978933861070106,3
7.177701197377402,6.560153196476109,1
8.350647106360482,7.107118827810201,1
-8.33742774819432,3.0840816774950697,2
-9.474577159229142,3.6354018408361903,2
1.915444017553593,9.35965740515167,0
-8.779736529039118,5.09986722869011,2
-8.876139594098294,3.5090091768753777,2
-2.1444852517334496,-0.4235122422709272,3
-9.357345495710515,2.7068838650675353,2
-0.15688409906709566,-1.1429493088261569,3
7.098061840920402,7.761501282582156,1
8.422420050521604,6.102964945283517,1
-3.4490827913912163,-1.9038776316917048,3
2.1087100277180615,6.76092169108602,0
-1.7304575677649228,-0.10915129101815174,3
-9.754163981118946,4.8176264020955655,2
-7.986835869585527,4.591997761710641,2
3.1291168901336794,6.909732555225976,0
-2.8838349030954484,1.6381408363996892,3
-2.4533039942398154,-0.33944195996248383,3
0.055470075621396164,8.176446727147276,0
-9.492356995411555,3.12602587562259,2
8.548906972127314,7.143895521394909,1
-7.827052687453606,3.3056115883236616,2
3.9620146265320524,8.331675001841534,0
-2.082009370302621,1.9017387210155874,3
0.8658996879534607,9.670079054403644,0
-9.726507576254608,3.7228189671927865,2
8.23339311500216,5.554621210660081,1
-8.619627712989926,3.208969394965437,2
7.6209090242699675,7.57234626740625,1
6.565010769703722,5.772640959265376,1
7.54570950495249,5.53100081843591,1
-8.660393054755751,2.267749991805266,2
1.3566520965594902,7.978321449849823,0
-7.921038131007629,4.279805037218922,2
8.372166329648298,4.609846439053081,1
-2.574443067051326,1.1112322613979368,3
2.44136769574474,8.466047667147835,0
6.20898254447836,6.820438763356862,1
1.4072008867659642,8.291293881829079,0
9.021622525905006,7.147869144479005,1
-3.524233349434597,0.8224300443275925,3
8.79113480909989,5.831386461685701,1
7.39492214794253,7.922787820970947,1
0.6614273211720341,6.841845526799471,0
-1.5881906014419003,0.49920040950428296,3
1.4126500469540253,8.929054645965234,0
