X,Y,Class
0.9489001968040507,5.491848002116614,0
-8.49766526670567,6.131217469892876,2
-0.28054944176953045,8.89883049953501,0
8.299446951194147,4.525253697049283,1
-7.262650699964336,2.3024018317282184,2
8.01429715037213,5.926929138133129,1
-10.332215080984112,0.3713956628057735,2
-6.903422973421552,1.6564427699193702,2
3.4129852689981024,11.598685428443716,0
4.044214214838396,8.213784562566719,0
-1.496387014690686,4.323762941979634,0
5.345460338424257,8.851326694923978,1
9.85650756431119,7.803104142719233,1
-0.46686522493756355,6.107859842362107,0
-3.4194465248818315,-1.070598553814203,3
-7.409676783034308,1.6970527158759598,3
-11.340532429190848,6.116976954121471,2
3.3582566429793044,5.497958402736546,1
1.5545011181795536,8.20590775448321,0
-7.438846125106954,0.34282502936826686,2
7.021266927190577,4.790887164547092,1
-9.976453595094705,5.256157250115481,2
-5.568414632333548,6.549470273834264,2
-8.845075640452663,2.8691293026772193,2
2.749490493601105,2.545544063136366,0
-8.6353683916628,4.641326939161109,2
-13.687068334949853,5.0260128639803066,2
-1.1896885849301924,3.2873962385059685,3
-5.226519792951981,-2.4399464551523558,3
-6.637110474975016,4.737453789508475,2
-1.5950800378037926,1.8566114314870856,3
-2.307079563602434,2.472639692202598,3
-3.5253058587450647,-1.6096679270266003,3
2.467480482710729,6.150642631456959,0
1.3930134819540978,12.338956824188482,0
-9.80084468613411,2.226186543021592,2
-8.78609438950114,7.657452023078257,2
-12.066601175971893,3.272651712479759,2
-1.1342584457834466,1.1718807118537824,3
-9.626631585417984,1.9622236991950983,2
9.904692331877891,6.5948937869905135,1
8.829133253362004,7.598465052402433,1
8.082534413763534,4.948371882752356,1
-6.612027756158733,5.2571876797064565,2
-4.300464331267256,3.0024562566859267,3
6.349950911015329,6.505884853895784,1
5.416899076981462,5.781267011419173,0
-1.4147767561091005,3.826153691522983,3
-4.604128679306973,1.3114612853984888,3
0.2388495760452347,5.894907578511214,0
6.890484963806965,6.411655280306684,1
3.9538796372009806,9.113164423799828,0
6.649486741563921,6.001664949621166,1
-10.9389974472031,4.284403148037028,2
10.364266586363998,8.466966604395093,1
4.837903968314945,5.891009515541631,0
-8.454737956470973,2.8011290459282847,2
3.060668924801565,10.293020760135452,0
-1.3564784189234445,5.696815849506518,3
0.8075506492262094,7.709869598792959,0
-8.485747104974708,4.688564124973028,2
-1.8794331926158918,-0.9181892215010472,3
-6.021266104118082,-1.035545423967127,3
7.649878797768103,5.016676361264043,1
7.383505977305857,4.515791351821693,1
7.339931947184328,9.162523605533002,1
-11.10413598491503,2.1707231981276145,2
-3.095826732413346,3.197046073610165,3
2.8958952294631466,6.401486899891867,0
1.7850787044523362,5.775415621526555,0
-4.752139321243357,-1.3483538361268224,3
-15.580098887770948,5.824645954511282,2
2.4388687183395774,8.172400116896986,0
-0.6293855342038535,-0.3753839751578566,3
-3.524622510313571,-2.3342038606308946,3
1.305221491383956,4.801764802259976,0
3.582129393417006,10.847317747271982,0
-4.022286160916716,4.219649974069695,3
-3.029456835034779,0.2570922476824445,3
-4.110429110826755,2.5874018605730438,3
1.9362545616762115,2.9235660056114527,0
-8.40140185268236,5.952226820919218,2
7.878035662312928,4.189753666273537,1
1.3758789901282433,8.666899947674976,0
-9.453602609895071,0.43900987362474453,2
-0.10725989461637897,4.728294122019845,0
-10.22041168520034,7.722047789823419,2
-10.039025914772283,0.18249321692712872,2
-0.9387339480019672,2.3001412656061015,3
6.322090236733899,5.546824899837789,1
8.280950787288942,4.131858528819027,1
-8.364557847173494,2.6866515449449264,2
8.215647974592326,6.690810525465745,1
-9.249257009183388,4.655788788104708,2
0.4531284676496097,8.295938152866468,0
-1.6657651314549105,2.6268129181861637,3
1.323293776819521,10.961070871174107,0
-7.861782421482189,6.092424193690926,2
-4.464603557103573,-0.37733582194501325,3
-8.623144316711752,5.484281919127082,2
-3.35444373594796,-1.8748465630862676,3
-12.342266663671676,2.846391302587741,2
-8.87363755451655,3.2671293388711597,2
-3.086010939263455,-2.6590594984958544,3
-10.108180118990001,4.155195249435392,2
-8.428556630672999,4.8244611025326485,2
3.944305647308354,8.028126825330185,0
-0.31410084075025635,0.3158754895098521,3
-0.9670173853719064,0.8224217872268739,3
9.316914968037953,8.137747436098753,1
-2.110140089489928,0.922182628456142,3
-1.0440215609371704,-2.7458435171263145,3
-4.837523953195664,-1.961270644087243,3
10.173342893355422,3.9653497573253085,1
4.173410374636399,7.403000305298253,1
-4.015450865850966,3.8325611494799574,3
3.115895366206808,9.616486114451897,0
0.44732186225537696,7.500347370256803,0
9.32547478058521,4.274582755140034,1
-7.750903746945682,2.2298171533945244,2
-9.504013050910455,5.798630937616686,2
-9.161174519028018,6.085356575996527,2
5.671410707865943,9.311770391510848,1
-2.858811782123515,2.7594338112879426,3
